Gene,FC,Source
HMMR,1.25,Breast_TCGA
HN1,1.25,Breast_TCGA
HNRNPA1L2,1.25,Breast_TCGA
HNRNPA1P33,1.25,Breast_TCGA
HNRNPD,1.25,Breast_TCGA
HNRNPUL1,1.25,Breast_TCGA
HOGA1,1.25,Breast_TCGA
HOMER1,1.25,Breast_TCGA
HOMER2,1.25,Breast_TCGA
HOOK2,1.25,Breast_TCGA
HOPX,1.25,Breast_TCGA
HOXA3,1.25,Breast_TCGA
HOXA4,1.25,Breast_TCGA
HOXA5,1.25,Breast_TCGA
HOXB2,1.25,Breast_TCGA
HOXB5,1.25,Breast_TCGA
HPDL,1.25,Breast_TCGA
HPGD,1.25,Breast_TCGA
HPN,1.25,Breast_TCGA
HPSE2,1.25,Breast_TCGA
HR,1.25,Breast_TCGA
HRASLS2,1.25,Breast_TCGA
HRCT1,1.25,Breast_TCGA
HS2ST1,1.25,Breast_TCGA
HSD17B11,1.25,Breast_TCGA
HSD17B12,1.25,Breast_TCGA
HSD17B2,1.25,Breast_TCGA
HSD17B8,1.25,Breast_TCGA
HSDL2,1.25,Breast_TCGA
HSPA12A,1.25,Breast_TCGA
HSPB2,1.25,Breast_TCGA
HSPH1,1.25,Breast_TCGA
HTATIP2,1.25,Breast_TCGA
HTR3A,1.25,Breast_TCGA
HTR7P1,1.25,Breast_TCGA
ICA1,1.25,Breast_TCGA
ICAM2,1.25,Breast_TCGA
ICAM5,1.25,Breast_TCGA
ID4,1.25,Breast_TCGA
IFI16,1.25,Breast_TCGA
IFNAR2,1.25,Breast_TCGA
IFRD1,1.25,Breast_TCGA
IFT140,1.25,Breast_TCGA
IFT46,1.25,Breast_TCGA
IGDCC4,1.25,Breast_TCGA
IGF1,1.25,Breast_TCGA
IGF2BP2,1.25,Breast_TCGA
IGFBP3,1.25,Breast_TCGA
IGLON5,1.25,Breast_TCGA
IGSF1,1.25,Breast_TCGA
IGSF10,1.25,Breast_TCGA
IGSF21,1.25,Breast_TCGA
IGSF3,1.25,Breast_TCGA
IGSF9B,1.25,Breast_TCGA
IKBKB,1.25,Breast_TCGA
IL11,1.25,Breast_TCGA
IL12A,1.25,Breast_TCGA
IL12RB2,1.25,Breast_TCGA
IL13RA1,1.25,Breast_TCGA
IL16,1.25,Breast_TCGA
IL17B,1.25,Breast_TCGA
IL17RC,1.25,Breast_TCGA
IL18R1,1.25,Breast_TCGA
IL1RAP,1.25,Breast_TCGA
IL22RA1,1.25,Breast_TCGA
IL22RA2,1.25,Breast_TCGA
IL24,1.25,Breast_TCGA
IL27RA,1.25,Breast_TCGA
IL2RG,1.25,Breast_TCGA
IL32,1.25,Breast_TCGA
IL33,1.25,Breast_TCGA
IL34,1.25,Breast_TCGA
IL7R,1.25,Breast_TCGA
ILVBL,1.25,Breast_TCGA
INCENP,1.25,Breast_TCGA
INHBB,1.25,Breast_TCGA
INPP5F,1.25,Breast_TCGA
INPP5J,1.25,Breast_TCGA
IPCEF1,1.25,Breast_TCGA
IPO5,1.25,Breast_TCGA
IQCD,1.25,Breast_TCGA
IQCH,1.25,Breast_TCGA
IQCK,1.25,Breast_TCGA
IQGAP2,1.25,Breast_TCGA
IQGAP3,1.25,Breast_TCGA
IQSEC2,1.25,Breast_TCGA
IRF4,1.25,Breast_TCGA
IRS2,1.25,Breast_TCGA
IRX1,1.25,Breast_TCGA
ISLR,1.25,Breast_TCGA
ISM1,1.25,Breast_TCGA
ISYNA1,1.25,Breast_TCGA
ITGA1,1.25,Breast_TCGA
ITGA10,1.25,Breast_TCGA
ITGA2,1.25,Breast_TCGA
ITGA6,1.25,Breast_TCGA
ITGA9,1.25,Breast_TCGA
ITGAD,1.25,Breast_TCGA
ITGB1,1.25,Breast_TCGA
ITK,1.25,Breast_TCGA
ITM2A,1.25,Breast_TCGA
ITM2C,1.25,Breast_TCGA
ITPKA,1.25,Breast_TCGA
ITPR1,1.25,Breast_TCGA
ITPRIP,1.25,Breast_TCGA
ITPRIPL1,1.25,Breast_TCGA
ITPRIPL2,1.25,Breast_TCGA
IVNS1ABP,1.25,Breast_TCGA
IYD,1.25,Breast_TCGA
JADE2,1.25,Breast_TCGA
JADE3,1.25,Breast_TCGA
JAK1,1.25,Breast_TCGA
JAK3,1.25,Breast_TCGA
JAM2,1.25,Breast_TCGA
JAM3,1.25,Breast_TCGA
JAML,1.25,Breast_TCGA
JAZF1,1.25,Breast_TCGA
JCHAIN,1.25,Breast_TCGA
JMJD8,1.25,Breast_TCGA
JOSD1,1.25,Breast_TCGA
JPH2,1.25,Breast_TCGA
JRKL,1.25,Breast_TCGA
KANK4,1.25,Breast_TCGA
KANSL1L,1.25,Breast_TCGA
KARS,1.25,Breast_TCGA
KCNA1,1.25,Breast_TCGA
KCNA6,1.25,Breast_TCGA
KCNAB1,1.25,Breast_TCGA
KCNC3,1.25,Breast_TCGA
KCND1,1.25,Breast_TCGA
KCND3,1.25,Breast_TCGA
KCNE1,1.25,Breast_TCGA
KCNE4,1.25,Breast_TCGA
KCNE5,1.25,Breast_TCGA
KCNG1,1.25,Breast_TCGA
KCNH8,1.25,Breast_TCGA
KCNJ16,1.25,Breast_TCGA
KCNK17,1.25,Breast_TCGA
KCNK5,1.25,Breast_TCGA
KCNMB1,1.25,Breast_TCGA
KCNN3,1.25,Breast_TCGA
KCNN4,1.25,Breast_TCGA
KCNQ3,1.25,Breast_TCGA
KCNQ4,1.25,Breast_TCGA
KCNS1,1.25,Breast_TCGA
KCNS3,1.25,Breast_TCGA
KCTD1,1.25,Breast_TCGA
KCTD6,1.25,Breast_TCGA
KDELC1,1.25,Breast_TCGA
KDM1A,1.25,Breast_TCGA
KDM2B,1.25,Breast_TCGA
KDM4A,1.25,Breast_TCGA
KHDRBS3,1.25,Breast_TCGA
KIAA0101,1.25,Breast_TCGA
KIAA0141,1.25,Breast_TCGA
KIAA0226L,1.25,Breast_TCGA
KIAA0556,1.25,Breast_TCGA
KIAA0754,1.25,Breast_TCGA
KIAA0922,1.25,Breast_TCGA
KIAA1024,1.25,Breast_TCGA
KIAA1211L,1.25,Breast_TCGA
KIAA1257,1.25,Breast_TCGA
KIAA1456,1.25,Breast_TCGA
KIAA1524,1.25,Breast_TCGA
KIAA1549L,1.25,Breast_TCGA
KIAA1755,1.25,Breast_TCGA
KIAA1804,1.25,Breast_TCGA
KIAA2022,1.25,Breast_TCGA
KIF11,1.25,Breast_TCGA
KIF13B,1.25,Breast_TCGA
KIF14,1.25,Breast_TCGA
KIF15,1.25,Breast_TCGA
KIF18A,1.25,Breast_TCGA
KIF18B,1.25,Breast_TCGA
KIF1B,1.25,Breast_TCGA
KIF20A,1.25,Breast_TCGA
KIF20B,1.25,Breast_TCGA
KIF23,1.25,Breast_TCGA
KIF2C,1.25,Breast_TCGA
KIF3A,1.25,Breast_TCGA
KIF3C,1.25,Breast_TCGA
KIF4A,1.25,Breast_TCGA
KIF9,1.25,Breast_TCGA
KIFC1,1.25,Breast_TCGA
KIRREL,1.25,Breast_TCGA
KIT,1.25,Breast_TCGA
KLF12,1.25,Breast_TCGA
KLF5,1.25,Breast_TCGA
KLF6,1.25,Breast_TCGA
KLF7,1.25,Breast_TCGA
KLHDC7B,1.25,Breast_TCGA
KLHDC8A,1.25,Breast_TCGA
KLHDC9,1.25,Breast_TCGA
KLHL13,1.25,Breast_TCGA
KLHL2,1.25,Breast_TCGA
KLHL29,1.25,Breast_TCGA
KLHL41,1.25,Breast_TCGA
KLK1,1.25,Breast_TCGA
KLK10,1.25,Breast_TCGA
KLK5,1.25,Breast_TCGA
KLK6,1.25,Breast_TCGA
KLK7,1.25,Breast_TCGA
KLK8,1.25,Breast_TCGA
KLRB1,1.25,Breast_TCGA
KLRC1,1.25,Breast_TCGA
KLRC2,1.25,Breast_TCGA
KLRC3,1.25,Breast_TCGA
KLRD1,1.25,Breast_TCGA
KLRG1,1.25,Breast_TCGA
KLRG2,1.25,Breast_TCGA
KLRK1,1.25,Breast_TCGA
KNSTRN,1.25,Breast_TCGA
KPNA2,1.25,Breast_TCGA
KRT14,1.25,Breast_TCGA
KRT16,1.25,Breast_TCGA
KRT17,1.25,Breast_TCGA
KRT5,1.25,Breast_TCGA
KRT6B,1.25,Breast_TCGA
KRT7,1.25,Breast_TCGA
KRT80,1.25,Breast_TCGA
KRT81,1.25,Breast_TCGA
KSR1,1.25,Breast_TCGA
L1TD1,1.25,Breast_TCGA
L3MBTL3,1.25,Breast_TCGA
L3MBTL4,1.25,Breast_TCGA
LACRT,1.25,Breast_TCGA
LAD1,1.25,Breast_TCGA
LAMA1,1.25,Breast_TCGA
LAMA2,1.25,Breast_TCGA
LAMA4,1.25,Breast_TCGA
LAMB1,1.25,Breast_TCGA
LAMB3,1.25,Breast_TCGA
LAMC1,1.25,Breast_TCGA
LAMC2,1.25,Breast_TCGA
LAMC3,1.25,Breast_TCGA
LAMP3,1.25,Breast_TCGA
LARP6,1.25,Breast_TCGA
LATS2,1.25,Breast_TCGA
LBH,1.25,Breast_TCGA
LBR,1.25,Breast_TCGA
LCK,1.25,Breast_TCGA
LDAH,1.25,Breast_TCGA
LDB2,1.25,Breast_TCGA
LDHB,1.25,Breast_TCGA
LDHD,1.25,Breast_TCGA
LDOC1,1.25,Breast_TCGA
LEFTY2,1.25,Breast_TCGA
LEMD1,1.25,Breast_TCGA
LEPR,1.25,Breast_TCGA
LGALS7,1.25,Breast_TCGA
LGALS7B,1.25,Breast_TCGA
LGALS8,1.25,Breast_TCGA
LGR4,1.25,Breast_TCGA
LGR6,1.25,Breast_TCGA
LHFP,1.25,Breast_TCGA
LILRA2,1.25,Breast_TCGA
LIMA1,1.25,Breast_TCGA
LIMCH1,1.25,Breast_TCGA
LIMD1,1.25,Breast_TCGA
LIMD2,1.25,Breast_TCGA
LINC00467,1.25,Breast_TCGA
LINC00472,1.25,Breast_TCGA
LINC00482,1.25,Breast_TCGA
LINC00938,1.25,Breast_TCGA
LINC01124,1.25,Breast_TCGA
LINC01140,1.25,Breast_TCGA
LINGO4,1.25,Breast_TCGA
LIPG,1.25,Breast_TCGA
LIPH,1.25,Breast_TCGA
LIX1L,1.25,Breast_TCGA
LMAN2,1.25,Breast_TCGA
LMBRD1,1.25,Breast_TCGA
LMF1,1.25,Breast_TCGA
LMNB1,1.25,Breast_TCGA
LMNB2,1.25,Breast_TCGA
LMNTD2,1.25,Breast_TCGA
LMO4,1.25,Breast_TCGA
LMOD1,1.25,Breast_TCGA
LOC401052,1.25,Breast_TCGA
LOX,1.25,Breast_TCGA
LOXL2,1.25,Breast_TCGA
LOXL4,1.25,Breast_TCGA
LPAR3,1.25,Breast_TCGA
LPCAT2,1.25,Breast_TCGA
LPIN1,1.25,Breast_TCGA
LRCH1,1.25,Breast_TCGA
LRCH2,1.25,Breast_TCGA
LRFN5,1.25,Breast_TCGA
LRIG1,1.25,Breast_TCGA
LRIG3,1.25,Breast_TCGA
LRP10,1.25,Breast_TCGA
LRP12,1.25,Breast_TCGA
LRP2,1.25,Breast_TCGA
LRP4,1.25,Breast_TCGA
LRP8,1.25,Breast_TCGA
LRPAP1,1.25,Breast_TCGA
LRRC24,1.25,Breast_TCGA
LRRC26,1.25,Breast_TCGA
LRRC28,1.25,Breast_TCGA
LRRC29,1.25,Breast_TCGA
LRRC40,1.25,Breast_TCGA
LRRC46,1.25,Breast_TCGA
LRRC55,1.25,Breast_TCGA
LRRC56,1.25,Breast_TCGA
LRRC59,1.25,Breast_TCGA
LRRC6,1.25,Breast_TCGA
LRRC8D,1.25,Breast_TCGA
LRRC8E,1.25,Breast_TCGA
LRRFIP1,1.25,Breast_TCGA
LRRK1,1.25,Breast_TCGA
LRRTM2,1.25,Breast_TCGA
LRTOMT,1.25,Breast_TCGA
LSAMP,1.25,Breast_TCGA
LSM6,1.25,Breast_TCGA
LTB,1.25,Breast_TCGA
LTBP1,1.25,Breast_TCGA
LUZP1,1.25,Breast_TCGA
LY6G6C,1.25,Breast_TCGA
LY9,1.25,Breast_TCGA
LYPD1,1.25,Breast_TCGA
LYRM9,1.25,Breast_TCGA
LZTFL1,1.25,Breast_TCGA
LZTS1,1.25,Breast_TCGA
MAB21L1,1.25,Breast_TCGA
MAD2L1,1.25,Breast_TCGA
MAGEC2,1.25,Breast_TCGA
MAGED2,1.25,Breast_TCGA
MAGED4B,1.25,Breast_TCGA
MAGEL2,1.25,Breast_TCGA
MAGI2,1.25,Breast_TCGA
MAGIX,1.25,Breast_TCGA
MAGOH,1.25,Breast_TCGA
MAL,1.25,Breast_TCGA
MAMDC2,1.25,Breast_TCGA
MAML2,1.25,Breast_TCGA
MAMLD1,1.25,Breast_TCGA
MANBA,1.25,Breast_TCGA
MANSC1,1.25,Breast_TCGA
MAP10,1.25,Breast_TCGA
MAP2K4,1.25,Breast_TCGA
MAP2K6,1.25,Breast_TCGA
MAP3K9,1.25,Breast_TCGA
MAP4K4,1.25,Breast_TCGA
MAP4K5,1.25,Breast_TCGA
MAP7,1.25,Breast_TCGA
MAP7D3,1.25,Breast_TCGA
MAPK4,1.25,Breast_TCGA
MAPK8,1.25,Breast_TCGA
MAPK8IP3,1.25,Breast_TCGA
MAPRE2,1.25,Breast_TCGA
MARC2,1.25,Breast_TCGA
MARCKS,1.25,Breast_TCGA
MARCKSL1,1.25,Breast_TCGA
MARK1,1.25,Breast_TCGA
MASTL,1.25,Breast_TCGA
MAT2A,1.25,Breast_TCGA
MATK,1.25,Breast_TCGA
MATN2,1.25,Breast_TCGA
MATN4,1.25,Breast_TCGA
MB,1.25,Breast_TCGA
MB21D1,1.25,Breast_TCGA
MB21D2,1.25,Breast_TCGA
MBIP,1.25,Breast_TCGA
MBNL3,1.25,Breast_TCGA
MBTD1,1.25,Breast_TCGA
MCC,1.25,Breast_TCGA
MCCC1,1.25,Breast_TCGA
MCEE,1.25,Breast_TCGA
MCM10,1.25,Breast_TCGA
MCM2,1.25,Breast_TCGA
MCM3,1.25,Breast_TCGA
MCM5,1.25,Breast_TCGA
MCM6,1.25,Breast_TCGA
MCM7,1.25,Breast_TCGA
MCTP2,1.25,Breast_TCGA
MDFIC,1.25,Breast_TCGA
MEIS2,1.25,Breast_TCGA
MEIS3P1,1.25,Breast_TCGA
MELK,1.25,Breast_TCGA
MEMO1,1.25,Breast_TCGA
MET,1.25,Breast_TCGA
METAP1,1.25,Breast_TCGA
METRN,1.25,Breast_TCGA
METTL20,1.25,Breast_TCGA
METTL7B,1.25,Breast_TCGA
MEX3B,1.25,Breast_TCGA
MEX3C,1.25,Breast_TCGA
MFAP2,1.25,Breast_TCGA
MFAP3L,1.25,Breast_TCGA
MFAP4,1.25,Breast_TCGA
MFGE8,1.25,Breast_TCGA
MFI2,1.25,Breast_TCGA
MFSD2B,1.25,Breast_TCGA
MFSD5,1.25,Breast_TCGA
MFSD7,1.25,Breast_TCGA
MGA,1.25,Breast_TCGA
MGAT3,1.25,Breast_TCGA
MGAT4A,1.25,Breast_TCGA
MGP,1.25,Breast_TCGA
MGST2,1.25,Breast_TCGA
MIA,1.25,Breast_TCGA
MIA3,1.25,Breast_TCGA
MICAL3,1.25,Breast_TCGA
MICALL1,1.25,Breast_TCGA
MICB,1.25,Breast_TCGA
MICU3,1.25,Breast_TCGA
MID1,1.25,Breast_TCGA
MIEF2,1.25,Breast_TCGA
MIPOL1,1.25,Breast_TCGA
MIR4697HG,1.25,Breast_TCGA
MIR503HG,1.25,Breast_TCGA
MIR924HG,1.25,Breast_TCGA
MIR99AHG,1.25,Breast_TCGA
MIRLET7BHG,1.25,Breast_TCGA
MIS18BP1,1.25,Breast_TCGA
MKI67,1.25,Breast_TCGA
MLEC,1.25,Breast_TCGA
MLKL,1.25,Breast_TCGA
MLLT11,1.25,Breast_TCGA
MLPH,1.25,Breast_TCGA
MME,1.25,Breast_TCGA
MMEL1,1.25,Breast_TCGA
MMP10,1.25,Breast_TCGA
MMP14,1.25,Breast_TCGA
MMP16,1.25,Breast_TCGA
MMP19,1.25,Breast_TCGA
MMP25,1.25,Breast_TCGA
MMP3,1.25,Breast_TCGA
MMP7,1.25,Breast_TCGA
MMS22L,1.25,Breast_TCGA
MND1,1.25,Breast_TCGA
MOAP1,1.25,Breast_TCGA
MOB3B,1.25,Breast_TCGA
MORF4L2,1.25,Breast_TCGA
MORN1,1.25,Breast_TCGA
MPC1,1.25,Breast_TCGA
MPG,1.25,Breast_TCGA
MPP6,1.25,Breast_TCGA
MPPED1,1.25,Breast_TCGA
MPZL1,1.25,Breast_TCGA
MRAP2,1.25,Breast_TCGA
MRAS,1.25,Breast_TCGA
MRC2,1.25,Breast_TCGA
MRGPRX3,1.25,Breast_TCGA
MRPL37,1.25,Breast_TCGA
MRPL53,1.25,Breast_TCGA
MRPL54,1.25,Breast_TCGA
MRPS28,1.25,Breast_TCGA
MRPS30,1.25,Breast_TCGA
MRPS36,1.25,Breast_TCGA
MRVI1,1.25,Breast_TCGA
MS4A7,1.25,Breast_TCGA
MSANTD3,1.25,Breast_TCGA
MSC,1.25,Breast_TCGA
MSH2,1.25,Breast_TCGA
MSH6,1.25,Breast_TCGA
MSI2,1.25,Breast_TCGA
MSL3P1,1.25,Breast_TCGA
MSMB,1.25,Breast_TCGA
MSN,1.25,Breast_TCGA
MSRB3,1.25,Breast_TCGA
MT1X,1.25,Breast_TCGA
MTA2,1.25,Breast_TCGA
MTAP,1.25,Breast_TCGA
MTBP,1.25,Breast_TCGA
MTF2,1.25,Breast_TCGA
MTHFD1L,1.25,Breast_TCGA
MTMR2,1.25,Breast_TCGA
MTMR7,1.25,Breast_TCGA
MTPAP,1.25,Breast_TCGA
MTSS1L,1.25,Breast_TCGA
MUC15,1.25,Breast_TCGA
MUC16,1.25,Breast_TCGA
MUC20,1.25,Breast_TCGA
MUC5B,1.25,Breast_TCGA
MUM1L1,1.25,Breast_TCGA
MUTYH,1.25,Breast_TCGA
MX2,1.25,Breast_TCGA
MXRA5,1.25,Breast_TCGA
MXRA7,1.25,Breast_TCGA
MYBL2,1.25,Breast_TCGA
MYBPC1,1.25,Breast_TCGA
MYC,1.25,Breast_TCGA
MYEOV,1.25,Breast_TCGA
MYH11,1.25,Breast_TCGA
MYH14,1.25,Breast_TCGA
MYL12A,1.25,Breast_TCGA
MYL5,1.25,Breast_TCGA
MYL7,1.25,Breast_TCGA
MYL9,1.25,Breast_TCGA
MYLK,1.25,Breast_TCGA
MYLK4,1.25,Breast_TCGA
MYO15A,1.25,Breast_TCGA
MYO18B,1.25,Breast_TCGA
MYO1E,1.25,Breast_TCGA
MYO3A,1.25,Breast_TCGA
MYO6,1.25,Breast_TCGA
MYRF,1.25,Breast_TCGA
MZB1,1.25,Breast_TCGA
NAA38,1.25,Breast_TCGA
NABP1,1.25,Breast_TCGA
NACAD,1.25,Breast_TCGA
NAE1,1.25,Breast_TCGA
NAGLU,1.25,Breast_TCGA
NALCN,1.25,Breast_TCGA
NAP1L5,1.25,Breast_TCGA
NAPA,1.25,Breast_TCGA
NARFL,1.25,Breast_TCGA
NASP,1.25,Breast_TCGA
NAT1,1.25,Breast_TCGA
NAT2,1.25,Breast_TCGA
NAV2,1.25,Breast_TCGA
NBPF14,1.25,Breast_TCGA
NBR1,1.25,Breast_TCGA
NBR2,1.25,Breast_TCGA
NCAPD2,1.25,Breast_TCGA
NCAPG,1.25,Breast_TCGA
NCAPG2,1.25,Breast_TCGA
NCAPH,1.25,Breast_TCGA
NCCRP1,1.25,Breast_TCGA
NCEH1,1.25,Breast_TCGA
NCK1,1.25,Breast_TCGA
NCK2,1.25,Breast_TCGA
NCOA7,1.25,Breast_TCGA
NCS1,1.25,Breast_TCGA
NDC80,1.25,Breast_TCGA
NDFIP1,1.25,Breast_TCGA
NDN,1.25,Breast_TCGA
NDP,1.25,Breast_TCGA
NDRG4,1.25,Breast_TCGA
NDUFA7,1.25,Breast_TCGA
NDUFAF3,1.25,Breast_TCGA
NDUFAF6,1.25,Breast_TCGA
NDUFB1,1.25,Breast_TCGA
NDUFB10,1.25,Breast_TCGA
NDUFS5,1.25,Breast_TCGA
NEAT1,1.25,Breast_TCGA
NECAB1,1.25,Breast_TCGA
NECAB3,1.25,Breast_TCGA
NEFH,1.25,Breast_TCGA
NEIL3,1.25,Breast_TCGA
NEK11,1.25,Breast_TCGA
NEK2,1.25,Breast_TCGA
NEK4,1.25,Breast_TCGA
NELFCD,1.25,Breast_TCGA
NES,1.25,Breast_TCGA
NETO2,1.25,Breast_TCGA
NEU1,1.25,Breast_TCGA
NEXN,1.25,Breast_TCGA
NFATC3,1.25,Breast_TCGA
NFIB,1.25,Breast_TCGA
NFIL3,1.25,Breast_TCGA
NGFR,1.25,Breast_TCGA
NHLRC4,1.25,Breast_TCGA
NICN1,1.25,Breast_TCGA
NID1,1.25,Breast_TCGA
NID2,1.25,Breast_TCGA
NIM1K,1.25,Breast_TCGA
NINJ2,1.25,Breast_TCGA
NIP7,1.25,Breast_TCGA
NIPAL1,1.25,Breast_TCGA
NIPAL4,1.25,Breast_TCGA
NKD2,1.25,Breast_TCGA
NKIRAS1,1.25,Breast_TCGA
NKX2-2,1.25,Breast_TCGA
NKX3-1,1.25,Breast_TCGA
NLK,1.25,Breast_TCGA
NMI,1.25,Breast_TCGA
NMRAL1,1.25,Breast_TCGA
NMT2,1.25,Breast_TCGA
NMU,1.25,Breast_TCGA
NNMT,1.25,Breast_TCGA
NOB1,1.25,Breast_TCGA
NOC2L,1.25,Breast_TCGA
NOL11,1.25,Breast_TCGA
NOL4,1.25,Breast_TCGA
NOP2,1.25,Breast_TCGA
NOSTRIN,1.25,Breast_TCGA
NOTCH1,1.25,Breast_TCGA
NOTCH3,1.25,Breast_TCGA
NOVA1,1.25,Breast_TCGA
NPAS1,1.25,Breast_TCGA
NPAS3,1.25,Breast_TCGA
NPM2,1.25,Breast_TCGA
NPM3,1.25,Breast_TCGA
NPNT,1.25,Breast_TCGA
NPR2,1.25,Breast_TCGA
NPRL2,1.25,Breast_TCGA
NRAS,1.25,Breast_TCGA
NRDC,1.25,Breast_TCGA
NREP,1.25,Breast_TCGA
NRG1,1.25,Breast_TCGA
NRG2,1.25,Breast_TCGA
NRIP2,1.25,Breast_TCGA
NRIP3,1.25,Breast_TCGA
NRM,1.25,Breast_TCGA
NRP1,1.25,Breast_TCGA
NRP2,1.25,Breast_TCGA
NRTN,1.25,Breast_TCGA
NRXN2,1.25,Breast_TCGA
NSG1,1.25,Breast_TCGA
NSMCE1,1.25,Breast_TCGA
NSUN7,1.25,Breast_TCGA
NT5C2,1.25,Breast_TCGA
NT5DC2,1.25,Breast_TCGA
NT5DC3,1.25,Breast_TCGA
NTRK3,1.25,Breast_TCGA
NUBP1,1.25,Breast_TCGA
NUCB2,1.25,Breast_TCGA
NUDT11,1.25,Breast_TCGA
NUDT12,1.25,Breast_TCGA
NUDT13,1.25,Breast_TCGA
NUDT16,1.25,Breast_TCGA
NUDT16L1,1.25,Breast_TCGA
NUDT18,1.25,Breast_TCGA
NUDT21,1.25,Breast_TCGA
NUDT6,1.25,Breast_TCGA
NUF2,1.25,Breast_TCGA
NUP107,1.25,Breast_TCGA
NUP160,1.25,Breast_TCGA
NUP43,1.25,Breast_TCGA
NUP62,1.25,Breast_TCGA
NUP85,1.25,Breast_TCGA
NUP93,1.25,Breast_TCGA
NUPR1,1.25,Breast_TCGA
NUSAP1,1.25,Breast_TCGA
NUTF2,1.25,Breast_TCGA
NXN,1.25,Breast_TCGA
OAZ3,1.25,Breast_TCGA
OCA2,1.25,Breast_TCGA
OCEL1,1.25,Breast_TCGA
OCRL,1.25,Breast_TCGA
ODAM,1.25,Breast_TCGA
ODC1,1.25,Breast_TCGA
ODF2L,1.25,Breast_TCGA
OGFOD1,1.25,Breast_TCGA
OLFM1,1.25,Breast_TCGA
OLFM2,1.25,Breast_TCGA
OLFM4,1.25,Breast_TCGA
OLFML1,1.25,Breast_TCGA
OPN3,1.25,Breast_TCGA
OPTN,1.25,Breast_TCGA
ORAI3,1.25,Breast_TCGA
ORC1,1.25,Breast_TCGA
ORC6,1.25,Breast_TCGA
OSBPL10,1.25,Breast_TCGA
OSBPL3,1.25,Breast_TCGA
OSBPL6,1.25,Breast_TCGA
OSBPL9,1.25,Breast_TCGA
OSR1,1.25,Breast_TCGA
OTX1,1.25,Breast_TCGA
OVGP1,1.25,Breast_TCGA
OXCT1,1.25,Breast_TCGA
OXTR,1.25,Breast_TCGA
P2RX4,1.25,Breast_TCGA
P2RY14,1.25,Breast_TCGA
P3H1,1.25,Breast_TCGA
P3H2,1.25,Breast_TCGA
P4HTM,1.25,Breast_TCGA
PABPC1,1.25,Breast_TCGA
PABPC3,1.25,Breast_TCGA
PABPC4,1.25,Breast_TCGA
PADI2,1.25,Breast_TCGA
PAK1IP1,1.25,Breast_TCGA
PAK3,1.25,Breast_TCGA
PAK6,1.25,Breast_TCGA
PAK7,1.25,Breast_TCGA
PALLD,1.25,Breast_TCGA
PALM2,1.25,Breast_TCGA
PALM2-AKAP2,1.25,Breast_TCGA
PAMR1,1.25,Breast_TCGA
PAPLN,1.25,Breast_TCGA
PAPPA,1.25,Breast_TCGA
PAPSS1,1.25,Breast_TCGA
PAQR3,1.25,Breast_TCGA
PAQR8,1.25,Breast_TCGA
PARD3,1.25,Breast_TCGA
PARD6G,1.25,Breast_TCGA
PARM1,1.25,Breast_TCGA
PARP3,1.25,Breast_TCGA
PARP4,1.25,Breast_TCGA
PARPBP,1.25,Breast_TCGA
PATL1,1.25,Breast_TCGA
PAX8,1.25,Breast_TCGA
PCBD2,1.25,Breast_TCGA
PCDH1,1.25,Breast_TCGA
PCDH18,1.25,Breast_TCGA
PCDH7,1.25,Breast_TCGA
PCDH8,1.25,Breast_TCGA
PCDHGA11,1.25,Breast_TCGA
PCDHGB4,1.25,Breast_TCGA
PCDHGB6,1.25,Breast_TCGA
PCDHGB7,1.25,Breast_TCGA
PCMTD1,1.25,Breast_TCGA
PCNXL2,1.25,Breast_TCGA
PCP2,1.25,Breast_TCGA
PCSK4,1.25,Breast_TCGA
PCSK5,1.25,Breast_TCGA
PCSK9,1.25,Breast_TCGA
PCYT1B,1.25,Breast_TCGA
PDCD2L,1.25,Breast_TCGA
PDE1B,1.25,Breast_TCGA
PDE1C,1.25,Breast_TCGA
PDE4A,1.25,Breast_TCGA
PDE4DIP,1.25,Breast_TCGA
PDE5A,1.25,Breast_TCGA
PDE7A,1.25,Breast_TCGA
PDE7B,1.25,Breast_TCGA
PDE9A,1.25,Breast_TCGA
PDGFRA,1.25,Breast_TCGA
PDGFRB,1.25,Breast_TCGA
PDGFRL,1.25,Breast_TCGA
PDHB,1.25,Breast_TCGA
PDLIM4,1.25,Breast_TCGA
PDP1,1.25,Breast_TCGA
PDPK1,1.25,Breast_TCGA
PDPN,1.25,Breast_TCGA
PDSS1,1.25,Breast_TCGA
PDXDC1,1.25,Breast_TCGA
PDZRN3,1.25,Breast_TCGA
PEAK1,1.25,Breast_TCGA
PEBP4,1.25,Breast_TCGA
PECR,1.25,Breast_TCGA
PEG10,1.25,Breast_TCGA
PELI1,1.25,Breast_TCGA
PELI2,1.25,Breast_TCGA
PELI3,1.25,Breast_TCGA
PEX11G,1.25,Breast_TCGA
PEX12,1.25,Breast_TCGA
PEX19,1.25,Breast_TCGA
PEX2,1.25,Breast_TCGA
PEX3,1.25,Breast_TCGA
PEX5L,1.25,Breast_TCGA
PEX7,1.25,Breast_TCGA
PFDN4,1.25,Breast_TCGA
PFKFB1,1.25,Breast_TCGA
PFKM,1.25,Breast_TCGA
PFN2,1.25,Breast_TCGA
PGAM2,1.25,Breast_TCGA
PGBD5,1.25,Breast_TCGA
PGGT1B,1.25,Breast_TCGA
PGPEP1,1.25,Breast_TCGA
PGRMC2,1.25,Breast_TCGA
